subject,age,gender,edu,english,encoding_instruction_condition,encoding_task_condition,recall_instruction_condition,aware,list,output 1,output 2,output 3,output 4,output 5,output 6,output 7,output 8,output 9,output 10,output 11,output 12,output 13,output 14,output 15,output 16,output 17,output 18,output 19,output 20,output 21,output 22,output 23,output 24,output 25
2697,,,,,Incidental,Scenario,Free,no,1,16,11,,,,,,,,,,,,,,,,,,,,,,,
2698,,,,,Incidental,Scenario,Free,no,0,3,8,7,10,11,,,,,,,,,,,,,,,,,,,,
2698,,,,,Incidental,Scenario,Free,no,1,9,-999,16,,,,,,,,,,,,,,,,,,,,,,
2699,,,,,Incidental,Scenario,Free,no,0,13,10,15,3,11,16,,,,,,,,,,,,,,,,,,,
2699,,,,,Incidental,Scenario,Free,no,1,1,2,3,14,12,,,,,,,,,,,,,,,,,,,,
2700,,,,,Incidental,Scenario,Free,no,0,14,16,6,4,10,7,14,11,15,,,,,,,,,,,,,,,,
2700,,,,,Incidental,Scenario,Free,no,1,15,6,6,10,16,3,4,8,7,,,,,,,,,,,,,,,,
2701,,,,,Incidental,Scenario,Free,no,0,3,2,14,8,-999,16,,,,,,,,,,,,,,,,,,,
2701,,,,,Incidental,Scenario,Free,no,1,13,1,14,3,11,,,,,,,,,,,,,,,,,,,,
2702,,,,,Incidental,Scenario,Free,no,0,4,8,12,13,2,11,,,,,,,,,,,,,,,,,,,
2702,,,,,Incidental,Scenario,Free,no,1,1,2,3,5,14,6,,,,,,,,,,,,,,,,,,,
2703,,,,,Incidental,Scenario,Free,no,0,-999,13,6,14,8,5,,,,,,,,,,,,,,,,,,,
2703,,,,,Incidental,Scenario,Free,no,1,16,15,12,10,13,14,11,,,,,,,,,,,,,,,,,,
2704,,,,,Incidental,Scenario,Free,no,0,9,12,16,5,8,-999,13,,,,,,,,,,,,,,,,,,
2704,,,,,Incidental,Scenario,Free,no,1,16,1,5,14,,,,,,,,,,,,,,,,,,,,,
2705,,,,,Incidental,Scenario,Free,no,0,-999,16,15,,,,,,,,,,,,,,,,,,,,,,
2705,,,,,Incidental,Scenario,Free,no,1,10,3,12,11,15,5,10,-999,-1,-1,,,,,,,,,,,,,,,
2706,,,,,Incidental,Scenario,Free,no,0,2,15,6,4,1,5,7,,,,,,,,,,,,,,,,,,
2706,,,,,Incidental,Scenario,Free,no,1,12,13,,,,,,,,,,,,,,,,,,,,,,,
2707,,,,,Incidental,Scenario,Free,yes,0,6,15,7,4,12,13,8,,,,,,,,,,,,,,,,,,
2707,,,,,Incidental,Scenario,Free,yes,1,15,13,7,,,,,,,,,,,,,,,,,,,,,,
2708,,,,,Incidental,Scenario,Free,yes,0,13,,,,,,,,,,,,,,,,,,,,,,,,
2708,,,,,Incidental,Scenario,Free,yes,1,8,11,14,,,,,,,,,,,,,,,,,,,,,,
2709,,,,,Incidental,Scenario,Free,no,0,6,4,15,11,12,9,1,14,5,,,,,,,,,,,,,,,,
2709,,,,,Incidental,Scenario,Free,no,1,2,5,14,4,13,10,,,,,,,,,,,,,,,,,,,
2710,,,,,Incidental,Scenario,Free,no,0,15,6,9,4,16,8,11,,,,,,,,,,,,,,,,,,
2710,,,,,Incidental,Scenario,Free,no,1,5,15,12,11,-1,-1,,,,,,,,,,,,,,,,,,,
2711,,,,,Incidental,Scenario,Free,no,0,16,15,5,6,,,,,,,,,,,,,,,,,,,,,
2711,,,,,Incidental,Scenario,Free,no,1,15,,,,,,,,,,,,,,,,,,,,,,,,
2712,,,,,Incidental,Scenario,Free,no,0,14,2,8,-999,15,,,,,,,,,,,,,,,,,,,,
2712,,,,,Incidental,Scenario,Free,no,1,6,9,4,13,10,7,,,,,,,,,,,,,,,,,,,
2713,,,,,Incidental,Scenario,Free,no,0,-2999,14,11,10,,,,,,,,,,,,,,,,,,,,,
2713,,,,,Incidental,Scenario,Free,no,1,3,4,,,,,,,,,,,,,,,,,,,,,,,
2714,,,,,Incidental,Scenario,Free,no,0,6,16,5,9,12,13,7,14,3,,,,,,,,,,,,,,,,
2714,,,,,Incidental,Scenario,Free,no,1,5,15,10,6,7,11,12,4,-1,,,,,,,,,,,,,,,,
2715,,,,,Incidental,Scenario,Free,no,0,14,16,1,5,8,4,3,-999,,,,,,,,,,,,,,,,,
2715,,,,,Incidental,Scenario,Free,no,1,2,6,9,15,14,13,6,8,,,,,,,,,,,,,,,,,
2716,,,,,Incidental,Scenario,Free,no,0,16,6,10,5,3,12,-999,9,2,,,,,,,,,,,,,,,,
2716,,,,,Incidental,Scenario,Free,no,1,16,7,14,3,4,11,15,5,,,,,,,,,,,,,,,,,
2717,,,,,Incidental,Scenario,Free,yes,0,15,2,5,3,4,10,6,9,12,,,,,,,,,,,,,,,,
2717,,,,,Incidental,Scenario,Free,yes,1,14,5,1,7,9,8,-999,12,-1,,,,,,,,,,,,,,,,
2718,,,,,Incidental,Scenario,Free,no,0,1,12,4,14,15,5,,,,,,,,,,,,,,,,,,,
2718,,,,,Incidental,Scenario,Free,no,1,3,2,2,12,14,6,4,,,,,,,,,,,,,,,,,,
2719,,,,,Incidental,Scenario,Free,no,0,16,3,2,15,11,7,4,,,,,,,,,,,,,,,,,,
2719,,,,,Incidental,Scenario,Free,no,1,5,-999,8,11,9,,,,,,,,,,,,,,,,,,,,
2720,,,,,Incidental,Scenario,Free,no,0,16,13,14,11,,,,,,,,,,,,,,,,,,,,,
2720,,,,,Incidental,Scenario,Free,no,1,16,9,13,6,,,,,,,,,,,,,,,,,,,,,
2721,,,,,Incidental,Scenario,Free,no,0,3,16,13,6,,,,,,,,,,,,,,,,,,,,,
2721,,,,,Incidental,Scenario,Free,no,1,13,2,16,12,,,,,,,,,,,,,,,,,,,,,
2722,,,,,Incidental,Scenario,Free,no,0,9,14,16,15,2,7,6,1,13,12,5,,,,,,,,,,,,,,
2722,,,,,Incidental,Scenario,Free,no,1,3,10,16,12,6,1,8,9,7,,,,,,,,,,,,,,,,
2723,,,,,Incidental,Scenario,Free,no,0,13,10,8,4,14,9,-999,16,5,2,,,,,,,,,,,,,,,
2723,,,,,Incidental,Scenario,Free,no,1,15,3,14,7,7,,,,,,,,,,,,,,,,,,,,
2724,,,,,Incidental,Scenario,Free,no,0,3,2,16,7,15,14,,,,,,,,,,,,,,,,,,,
2725,,,,,Incidental,Scenario,Free,no,0,11,16,10,4,8,5,,,,,,,,,,,,,,,,,,,
2725,,,,,Incidental,Scenario,Free,no,1,16,5,10,,,,,,,,,,,,,,,,,,,,,,
2726,,,,,Incidental,Scenario,Free,yes,0,12,5,-999,-999,,,,,,,,,,,,,,,,,,,,,
2726,,,,,Incidental,Scenario,Free,yes,1,7,8,-999,9,5,-1,13,14,,,,,,,,,,,,,,,,,
2727,,,,,Incidental,Scenario,Free,no,0,-2999,10,4,12,11,7,,,,,,,,,,,,,,,,,,,
2727,,,,,Incidental,Scenario,Free,no,1,1,4,5,10,16,9,-999,13,,,,,,,,,,,,,,,,,
2728,,,,,Incidental,Scenario,Free,no,0,13,16,15,1,9,10,7,,,,,,,,,,,,,,,,,,
2728,,,,,Incidental,Scenario,Free,no,1,-1,2,-999,12,3,8,6,6,13,,,,,,,,,,,,,,,,
2729,,,,,Incidental,Scenario,Free,no,0,15,11,8,14,5,4,4,-999,,,,,,,,,,,,,,,,,
2729,,,,,Incidental,Scenario,Free,no,1,8,,,,,,,,,,,,,,,,,,,,,,,,
2730,,,,,Incidental,Scenario,Free,no,0,-2999,11,9,12,,,,,,,,,,,,,,,,,,,,,
2730,,,,,Incidental,Scenario,Free,no,1,1,2,11,13,,,,,,,,,,,,,,,,,,,,,
2731,,,,,Incidental,Scenario,Free,no,0,3,4,6,7,10,5,-999,11,,,,,,,,,,,,,,,,,
2731,,,,,Incidental,Scenario,Free,no,1,9,2,10,4,,,,,,,,,,,,,,,,,,,,,
2732,,,,,Incidental,Scenario,Free,no,0,14,1,2,9,11,16,-999,4,12,3,10,,,,,,,,,,,,,,
2732,,,,,Incidental,Scenario,Free,no,1,9,10,12,15,2,10,14,5,1,11,,,,,,,,,,,,,,,
2733,,,,,Incidental,Scenario,Free,no,0,-2999,11,10,9,1,,,,,,,,,,,,,,,,,,,,
2733,,,,,Incidental,Scenario,Free,no,1,16,,,,,,,,,,,,,,,,,,,,,,,,
2734,,,,,Incidental,Scenario,Free,no,0,12,16,11,7,7,14,13,,,,,,,,,,,,,,,,,,
2734,,,,,Incidental,Scenario,Free,no,1,16,14,12,3,10,9,,,,,,,,,,,,,,,,,,,
2735,,,,,Incidental,Scenario,Free,yes,0,4,5,10,14,-999,,,,,,,,,,,,,,,,,,,,
2735,,,,,Incidental,Scenario,Free,yes,1,11,3,15,16,1,2,,,,,,,,,,,,,,,,,,,
2736,,,,,Incidental,Scenario,Free,no,0,15,16,14,13,4,10,3,,,,,,,,,,,,,,,,,,
2736,,,,,Incidental,Scenario,Free,no,1,1,10,13,8,15,16,,,,,,,,,,,,,,,,,,,
2737,,,,,Incidental,Scenario,Free,no,0,4,2,12,11,5,,,,,,,,,,,,,,,,,,,,
2737,,,,,Incidental,Scenario,Free,no,1,10,8,4,12,15,13,1,7,,,,,,,,,,,,,,,,,
2738,,,,,Incidental,Scenario,Free,no,0,16,14,11,13,9,4,8,10,1,7,,,,,,,,,,,,,,,
2738,,,,,Incidental,Scenario,Free,no,1,13,16,3,9,7,14,4,5,8,,,,,,,,,,,,,,,,
2739,,,,,Incidental,Scenario,Free,no,0,15,9,8,6,10,,,,,,,,,,,,,,,,,,,,
2739,,,,,Incidental,Scenario,Free,no,1,12,15,6,,,,,,,,,,,,,,,,,,,,,,
2740,,,,,Incidental,Scenario,Free,no,0,16,,,,,,,,,,,,,,,,,,,,,,,,
2741,,,,,Incidental,Scenario,Free,no,0,15,7,8,3,13,16,12,10,2,,,,,,,,,,,,,,,,
2741,,,,,Incidental,Scenario,Free,no,1,6,14,11,1,2,12,,,,,,,,,,,,,,,,,,,
2742,,,,,Incidental,Scenario,Free,yes,0,5,2,11,15,-999,,,,,,,,,,,,,,,,,,,,
2742,,,,,Incidental,Scenario,Free,yes,1,1,14,13,4,7,16,-1,,,,,,,,,,,,,,,,,,
2743,,,,,Incidental,Scenario,Free,no,0,13,7,15,,,,,,,,,,,,,,,,,,,,,,
2743,,,,,Incidental,Scenario,Free,no,1,10,9,6,7,-999,,,,,,,,,,,,,,,,,,,,
2744,,,,,Incidental,Scenario,Free,yes,0,-999,7,11,10,6,,,,,,,,,,,,,,,,,,,,
2744,,,,,Incidental,Scenario,Free,yes,1,9,5,6,15,16,14,,,,,,,,,,,,,,,,,,,
2745,,,,,Incidental,Scenario,Free,yes,0,16,12,14,15,11,6,,,,,,,,,,,,,,,,,,,
2745,,,,,Incidental,Scenario,Free,yes,1,3,8,2,7,,,,,,,,,,,,,,,,,,,,,
2746,,,,,Incidental,Scenario,Free,no,0,4,9,12,8,14,16,,,,,,,,,,,,,,,,,,,
2746,,,,,Incidental,Scenario,Free,no,1,4,10,-999,6,9,16,,,,,,,,,,,,,,,,,,,
2747,,,,,Incidental,Scenario,Free,no,0,12,10,13,14,16,9,8,,,,,,,,,,,,,,,,,,
2747,,,,,Incidental,Scenario,Free,no,1,6,11,16,13,,,,,,,,,,,,,,,,,,,,,
2748,,,,,Incidental,Scenario,Free,no,0,8,13,11,10,4,14,,,,,,,,,,,,,,,,,,,
2748,,,,,Incidental,Scenario,Free,no,1,16,13,10,,,,,,,,,,,,,,,,,,,,,,
2749,,,,,Incidental,Scenario,Free,no,0,16,5,7,11,13,10,6,14,9,,,,,,,,,,,,,,,,
2749,,,,,Incidental,Scenario,Free,no,1,12,10,13,7,16,2,,,,,,,,,,,,,,,,,,,
2750,,,,,Incidental,Scenario,Free,yes,0,-2999,-2999,10,12,8,5,,,,,,,,,,,,,,,,,,,
2750,,,,,Incidental,Scenario,Free,yes,1,9,8,5,3,9,11,,,,,,,,,,,,,,,,,,,
2751,,,,,Incidental,Scenario,Free,no,0,16,8,10,-999,4,1,,,,,,,,,,,,,,,,,,,
2751,,,,,Incidental,Scenario,Free,no,1,-999,13,8,5,3,,,,,,,,,,,,,,,,,,,,
2752,,,,,Incidental,Scenario,Free,no,0,16,14,12,15,,,,,,,,,,,,,,,,,,,,,
2752,,,,,Incidental,Scenario,Free,no,1,11,13,7,5,4,2,1,,,,,,,,,,,,,,,,,,
2753,,,,,Incidental,Scenario,Free,no,0,7,,,,,,,,,,,,,,,,,,,,,,,,
2753,,,,,Incidental,Scenario,Free,no,1,7,,,,,,,,,,,,,,,,,,,,,,,,
2754,,,,,Incidental,Scenario,Free,no,0,16,-999,11,3,6,,,,,,,,,,,,,,,,,,,,
2754,,,,,Incidental,Scenario,Free,no,1,7,6,14,-1,,,,,,,,,,,,,,,,,,,,,
2755,,,,,Incidental,Scenario,Free,no,0,15,2,12,8,-999,3,11,,,,,,,,,,,,,,,,,,
2755,,,,,Incidental,Scenario,Free,no,1,1,-999,2,3,6,16,15,4,3,1,,,,,,,,,,,,,,,
2756,,,,,Incidental,Scenario,Free,no,0,13,10,1,8,14,6,4,7,,,,,,,,,,,,,,,,,
2756,,,,,Incidental,Scenario,Free,no,1,9,11,15,3,12,,,,,,,,,,,,,,,,,,,,
2757,,,,,Incidental,Scenario,Free,no,0,16,14,10,12,11,2,6,5,,,,,,,,,,,,,,,,,
2757,,,,,Incidental,Scenario,Free,no,1,11,7,14,6,5,,,,,,,,,,,,,,,,,,,,
2758,,,,,Incidental,Scenario,Free,no,0,13,1,11,15,12,14,4,10,7,9,,,,,,,,,,,,,,,
2758,,,,,Incidental,Scenario,Free,no,1,5,1,7,2,12,14,3,10,14,4,9,6,11,,,,,,,,,,,,
2759,,,,,Incidental,Scenario,Free,no,0,14,15,7,1,15,4,3,,,,,,,,,,,,,,,,,,
2759,,,,,Incidental,Scenario,Free,no,1,12,8,7,1,,,,,,,,,,,,,,,,,,,,,
2760,,,,,Incidental,Scenario,Free,no,0,16,9,15,,,,,,,,,,,,,,,,,,,,,,
2760,,,,,Incidental,Scenario,Free,no,1,7,15,6,,,,,,,,,,,,,,,,,,,,,,
2761,,,,,Incidental,Scenario,Free,no,0,16,1,14,8,10,11,9,,,,,,,,,,,,,,,,,,
2761,,,,,Incidental,Scenario,Free,no,1,1,8,16,11,4,,,,,,,,,,,,,,,,,,,,
2762,,,,,Incidental,Scenario,Free,no,0,16,15,11,,,,,,,,,,,,,,,,,,,,,,
2762,,,,,Incidental,Scenario,Free,no,1,14,11,13,16,,,,,,,,,,,,,,,,,,,,,
2763,,,,,Incidental,Scenario,Free,no,0,13,12,,,,,,,,,,,,,,,,,,,,,,,
2763,,,,,Incidental,Scenario,Free,no,1,2,7,6,16,,,,,,,,,,,,,,,,,,,,,
2764,,,,,Incidental,Scenario,Free,no,0,13,8,13,10,11,5,6,,,,,,,,,,,,,,,,,,
2764,,,,,Incidental,Scenario,Free,no,1,9,8,7,,,,,,,,,,,,,,,,,,,,,,
2765,,,,,Incidental,Scenario,Free,no,0,7,5,4,15,16,14,8,-999,,,,,,,,,,,,,,,,,
2765,,,,,Incidental,Scenario,Free,no,1,1,2,12,11,16,15,5,6,9,10,13,,,,,,,,,,,,,,
2766,,,,,Incidental,Scenario,Free,no,0,13,4,15,,,,,,,,,,,,,,,,,,,,,,
2766,,,,,Incidental,Scenario,Free,no,1,1,-1,6,12,15,13,4,,,,,,,,,,,,,,,,,,
2767,,,,,Incidental,Scenario,Free,no,0,16,15,14,13,9,11,12,13,,,,,,,,,,,,,,,,,
2767,,,,,Incidental,Scenario,Free,no,1,14,4,6,7,16,12,9,-1,,,,,,,,,,,,,,,,,
2768,,,,,Incidental,Scenario,Free,no,0,1,13,4,8,15,14,10,16,5,6,,,,,,,,,,,,,,,
2768,,,,,Incidental,Scenario,Free,no,1,3,5,4,2,14,16,7,13,15,8,11,,,,,,,,,,,,,,
2769,,,,,Incidental,Scenario,Free,yes,0,13,11,15,,,,,,,,,,,,,,,,,,,,,,
2769,,,,,Incidental,Scenario,Free,yes,1,1,2,3,5,16,15,6,8,9,10,11,-999,14,13,,,,,,,,,,,
2770,,,,,Incidental,Scenario,Free,no,0,10,15,13,11,9,14,5,,,,,,,,,,,,,,,,,,
2770,,,,,Incidental,Scenario,Free,no,1,6,2,3,1,4,9,,,,,,,,,,,,,,,,,,,
2771,,,,,Incidental,Scenario,Free,no,0,11,16,1,7,10,6,4,8,,,,,,,,,,,,,,,,,
2771,,,,,Incidental,Scenario,Free,no,1,10,11,2,1,12,-999,,,,,,,,,,,,,,,,,,,
2772,,,,,Incidental,Scenario,Free,no,0,16,4,8,15,10,14,,,,,,,,,,,,,,,,,,,
2772,,,,,Incidental,Scenario,Free,no,1,12,3,15,2,1,,,,,,,,,,,,,,,,,,,,
2773,,,,,Incidental,Scenario,Free,no,0,16,5,6,7,,,,,,,,,,,,,,,,,,,,,
2773,,,,,Incidental,Scenario,Free,no,1,16,1,5,8,4,,,,,,,,,,,,,,,,,,,,
2774,,,,,Incidental,Scenario,Free,no,0,13,12,10,7,10,3,2,9,6,8,,,,,,,,,,,,,,,
2774,,,,,Incidental,Scenario,Free,no,1,5,7,8,10,14,6,11,12,,,,,,,,,,,,,,,,,
2775,,,,,Incidental,Scenario,Free,no,0,14,1,15,13,12,,,,,,,,,,,,,,,,,,,,
2775,,,,,Incidental,Scenario,Free,no,1,1,3,4,5,14,10,6,-999,,,,,,,,,,,,,,,,,
2776,,,,,Incidental,Scenario,Free,no,0,13,16,8,1,5,7,12,14,3,4,,,,,,,,,,,,,,,
2776,,,,,Incidental,Scenario,Free,no,1,16,15,6,12,5,,,,,,,,,,,,,,,,,,,,
2777,,,,,Incidental,Scenario,Free,no,0,16,13,6,1,11,14,9,,,,,,,,,,,,,,,,,,
2777,,,,,Incidental,Scenario,Free,no,1,15,14,6,1,12,8,,,,,,,,,,,,,,,,,,,
2778,,,,,Incidental,Scenario,Free,no,0,15,7,12,5,-999,-999,4,-999,-999,-999,-999,-999,-999,-999,,,,,,,,,,,
2778,,,,,Incidental,Scenario,Free,no,1,1,3,15,-999,6,-999,-999,,,,,,,,,,,,,,,,,,
2779,,,,,Incidental,Scenario,Free,no,0,6,10,16,11,9,14,13,5,12,1,,,,,,,,,,,,,,,
2779,,,,,Incidental,Scenario,Free,no,1,16,15,11,5,10,13,9,14,4,,,,,,,,,,,,,,,,
2780,,,,,Incidental,Scenario,Free,no,0,15,7,8,10,-999,12,4,,,,,,,,,,,,,,,,,,
2780,,,,,Incidental,Scenario,Free,no,1,1,3,12,-999,7,-999,14,,,,,,,,,,,,,,,,,,
2781,,,,,Incidental,Scenario,Free,no,0,12,16,,,,,,,,,,,,,,,,,,,,,,,
2781,,,,,Incidental,Scenario,Free,no,1,16,13,5,,,,,,,,,,,,,,,,,,,,,,
2782,,,,,Incidental,Scenario,Free,no,0,4,14,10,11,,,,,,,,,,,,,,,,,,,,,
2782,,,,,Incidental,Scenario,Free,no,1,-999,1,3,14,8,9,-999,,,,,,,,,,,,,,,,,,
2783,,,,,Incidental,Scenario,Free,no,0,16,14,9,10,12,1,,,,,,,,,,,,,,,,,,,
2783,,,,,Incidental,Scenario,Free,no,1,4,11,14,3,12,7,15,,,,,,,,,,,,,,,,,,
2784,,,,,Incidental,Scenario,Free,no,0,1,15,14,-999,4,10,,,,,,,,,,,,,,,,,,,
2784,,,,,Incidental,Scenario,Free,no,1,2,15,12,1,4,,,,,,,,,,,,,,,,,,,,
2785,,,,,Incidental,Scenario,Free,no,0,16,6,1,,,,,,,,,,,,,,,,,,,,,,
2785,,,,,Incidental,Scenario,Free,no,1,4,13,3,,,,,,,,,,,,,,,,,,,,,,
2786,,,,,Incidental,Scenario,Free,no,0,14,9,3,8,1,2,15,11,13,7,10,,,,,,,,,,,,,,
2786,,,,,Incidental,Scenario,Free,no,1,1,15,14,7,6,5,12,14,16,13,,,,,,,,,,,,,,,
2787,,,,,Incidental,Scenario,Free,no,0,16,9,14,3,2,13,,,,,,,,,,,,,,,,,,,
2787,,,,,Incidental,Scenario,Free,no,1,2,1,6,15,14,16,,,,,,,,,,,,,,,,,,,
2788,,,,,Incidental,Scenario,Free,yes,0,11,2,13,4,6,15,8,10,16,5,1,,,,,,,,,,,,,,
2788,,,,,Incidental,Scenario,Free,yes,1,4,3,8,5,11,9,,,,,,,,,,,,,,,,,,,
2789,,,,,Incidental,Scenario,Free,no,0,-2999,6,3,14,,,,,,,,,,,,,,,,,,,,,
2789,,,,,Incidental,Scenario,Free,no,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2790,,,,,Incidental,Scenario,Free,no,0,16,-999,11,14,13,15,3,,,,,,,,,,,,,,,,,,
2790,,,,,Incidental,Scenario,Free,no,1,2,6,16,5,9,3,13,5,11,7,12,,,,,,,,,,,,,,
2791,,,,,Incidental,Scenario,Free,no,0,16,7,15,14,10,8,,,,,,,,,,,,,,,,,,,
2791,,,,,Incidental,Scenario,Free,no,1,1,8,12,15,,,,,,,,,,,,,,,,,,,,,
2792,,,,,Incidental,Scenario,Free,no,0,5,12,14,-2999,,,,,,,,,,,,,,,,,,,,,
2792,,,,,Incidental,Scenario,Free,no,1,7,12,,,,,,,,,,,,,,,,,,,,,,,
2793,,,,,Incidental,Scenario,Free,no,0,12,8,16,9,15,14,13,11,,,,,,,,,,,,,,,,,
2793,,,,,Incidental,Scenario,Free,no,1,1,13,16,11,6,15,12,,,,,,,,,,,,,,,,,,
2794,,,,,Incidental,Scenario,Free,no,0,14,6,7,3,13,8,,,,,,,,,,,,,,,,,,,
2794,,,,,Incidental,Scenario,Free,no,1,1,10,13,16,14,4,,,,,,,,,,,,,,,,,,,
2795,,,,,Incidental,Scenario,Free,no,0,-999,-999,-999,-999,-999,-999,-999,15,-999,3,3,-999,-999,,,,,,,,,,,,
2795,,,,,Incidental,Scenario,Free,no,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2796,,,,,Incidental,Scenario,Free,no,0,12,9,14,8,4,11,13,16,7,3,1,,,,,,,,,,,,,,
2796,,,,,Incidental,Scenario,Free,no,1,1,5,2,16,12,15,9,-1,4,,,,,,,,,,,,,,,,
2797,,,,,Incidental,Scenario,Free,no,0,10,10,6,10,12,14,13,9,,,,,,,,,,,,,,,,,
2797,,,,,Incidental,Scenario,Free,no,1,15,4,3,3,,,,,,,,,,,,,,,,,,,,,
2798,,,,,Incidental,Scenario,Free,no,0,15,8,9,14,13,4,10,16,1,,,,,,,,,,,,,,,,
2798,,,,,Incidental,Scenario,Free,no,1,16,11,11,3,9,5,-999,6,,,,,,,,,,,,,,,,,
2799,,,,,Incidental,Scenario,Free,no,0,16,12,3,8,13,14,11,,,,,,,,,,,,,,,,,,
2799,,,,,Incidental,Scenario,Free,no,1,2,1,5,14,16,9,12,13,,,,,,,,,,,,,,,,,
2800,,,,,Incidental,Scenario,Free,no,0,16,14,3,8,,,,,,,,,,,,,,,,,,,,,
2800,,,,,Incidental,Scenario,Free,no,1,15,10,6,,,,,,,,,,,,,,,,,,,,,,
2801,,,,,Incidental,Scenario,Free,no,0,16,13,7,3,15,5,12,11,4,2,10,,,,,,,,,,,,,,
2801,,,,,Incidental,Scenario,Free,no,1,1,13,9,11,4,6,3,14,2,15,,,,,,,,,,,,,,,
2802,,,,,Incidental,Scenario,Free,no,0,16,15,14,7,9,12,10,8,,,,,,,,,,,,,,,,,
2802,,,,,Incidental,Scenario,Free,no,1,6,10,16,13,8,10,,,,,,,,,,,,,,,,,,,
2803,,,,,Incidental,Scenario,Free,no,0,15,16,10,11,8,6,13,,,,,,,,,,,,,,,,,,
2803,,,,,Incidental,Scenario,Free,no,1,6,16,15,4,9,1,3,,,,,,,,,,,,,,,,,,
2804,,,,,Incidental,Scenario,Free,yes,0,15,10,5,14,8,16,7,3,,,,,,,,,,,,,,,,,
2804,,,,,Incidental,Scenario,Free,yes,1,6,9,10,16,15,3,-999,12,,,,,,,,,,,,,,,,,
2805,,,,,Incidental,Scenario,Free,no,0,15,12,,,,,,,,,,,,,,,,,,,,,,,
2805,,,,,Incidental,Scenario,Free,no,1,5,6,9,14,,,,,,,,,,,,,,,,,,,,,
2806,,,,,Incidental,Scenario,Free,no,0,16,4,9,-999,,,,,,,,,,,,,,,,,,,,,
2807,,,,,Incidental,Scenario,Free,no,0,16,15,11,6,12,5,2,,,,,,,,,,,,,,,,,,
2807,,,,,Incidental,Scenario,Free,no,1,11,6,9,8,15,,,,,,,,,,,,,,,,,,,,
2808,,,,,Incidental,Scenario,Free,no,0,6,13,15,10,1,5,2,7,9,,,,,,,,,,,,,,,,
2808,,,,,Incidental,Scenario,Free,no,1,12,16,-999,10,16,,,,,,,,,,,,,,,,,,,,
2809,,,,,Incidental,Scenario,Free,no,0,3,-999,4,8,2,13,,,,,,,,,,,,,,,,,,,
2809,,,,,Incidental,Scenario,Free,no,1,3,16,9,4,2,15,,,,,,,,,,,,,,,,,,,
2810,,,,,Incidental,Scenario,Free,yes,0,11,14,13,9,5,2,4,,,,,,,,,,,,,,,,,,
2810,,,,,Incidental,Scenario,Free,yes,1,10,15,,,,,,,,,,,,,,,,,,,,,,,
2811,,,,,Incidental,Scenario,Free,no,0,-999,3,11,9,16,,,,,,,,,,,,,,,,,,,,
2811,,,,,Incidental,Scenario,Free,no,1,2,16,9,6,3,,,,,,,,,,,,,,,,,,,,
2812,,,,,Incidental,Scenario,Free,no,0,15,16,10,5,13,14,7,6,,,,,,,,,,,,,,,,,
2812,,,,,Incidental,Scenario,Free,no,1,3,16,15,4,13,1,,,,,,,,,,,,,,,,,,,
2813,,,,,Incidental,Scenario,Free,no,0,5,6,4,15,13,9,16,3,7,8,11,,,,,,,,,,,,,,
2813,,,,,Incidental,Scenario,Free,no,1,1,2,12,11,6,10,13,,,,,,,,,,,,,,,,,,
2814,,,,,Incidental,Scenario,Free,no,0,-999,12,10,8,11,16,11,5,4,,,,,,,,,,,,,,,,
2814,,,,,Incidental,Scenario,Free,no,1,9,15,11,16,1,14,13,14,-999,8,9,16,,,,,,,,,,,,,
2815,,,,,Incidental,Scenario,Free,no,0,16,15,1,10,9,12,14,,,,,,,,,,,,,,,,,,
2815,,,,,Incidental,Scenario,Free,no,1,15,13,5,14,10,16,7,11,-999,,,,,,,,,,,,,,,,
2816,,,,,Incidental,Scenario,Free,no,0,7,15,6,2,14,11,10,16,9,,,,,,,,,,,,,,,,
2816,,,,,Incidental,Scenario,Free,no,1,15,16,11,10,3,8,7,,,,,,,,,,,,,,,,,,
2817,,,,,Incidental,Scenario,Free,no,0,14,4,13,8,15,12,16,,,,,,,,,,,,,,,,,,
2817,,,,,Incidental,Scenario,Free,no,1,2,7,8,4,15,11,,,,,,,,,,,,,,,,,,,
2818,,,,,Incidental,Scenario,Free,no,0,3,6,9,16,2,12,10,8,,,,,,,,,,,,,,,,,
2818,,,,,Incidental,Scenario,Free,no,1,3,15,14,8,,,,,,,,,,,,,,,,,,,,,
2819,,,,,Incidental,Scenario,Free,no,0,16,1,4,6,9,12,14,13,2,,,,,,,,,,,,,,,,
2819,,,,,Incidental,Scenario,Free,no,1,4,11,15,16,,,,,,,,,,,,,,,,,,,,,
2820,,,,,Incidental,Scenario,Free,no,0,14,16,7,13,8,-999,10,11,4,,,,,,,,,,,,,,,,
2820,,,,,Incidental,Scenario,Free,no,1,7,8,2,4,,,,,,,,,,,,,,,,,,,,,
2821,,,,,Incidental,Scenario,Free,yes,0,14,3,15,13,12,,,,,,,,,,,,,,,,,,,,
2821,,,,,Incidental,Scenario,Free,yes,1,10,12,11,,,,,,,,,,,,,,,,,,,,,,
2822,,,,,Incidental,Scenario,Free,no,0,12,16,8,9,10,,,,,,,,,,,,,,,,,,,,
2822,,,,,Incidental,Scenario,Free,no,1,12,4,3,11,10,9,7,8,,,,,,,,,,,,,,,,,
